AÑO;MES;CATEGORIA_ALOJAMIENTO;CCAA;PROVINCIA;PERIODO_ANTELACION;PRECIO_CHECK-IN_ENTRE_SEMANA;PRECIO_CHECK-IN_FIN_SEMANA
2023;4;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;127,0;147,0
2023;4;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;157,0;193,0
2023;4;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;336,0;370,0
2023;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;135,0;161,0
2023;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;171,0;212,0
2023;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;374,0;361,0
2023;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;135,0;170,0
2023;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;169,0;197,0
2023;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;337,0;334,0
2023;5;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;134,0;165,0
2023;5;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;169,0;195,0
2023;5;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;356,0;351,0
2023;5;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;131,0;159,0
2023;5;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;166,0;183,0
2023;5;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;371,0;401,0
2023;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;114,0;136,0
2023;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;140,0;159,0
2023;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;309,0;332,0
2023;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;111,0;130,0
2023;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;134,0;156,0
2023;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;273,0;354,0
2023;6;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;113,0;134,0
2023;6;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;137,0;158,0
2023;6;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;305,0;333,0
2023;6;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;110,0;130,0
2023;6;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;140,0;155,0
2023;6;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;329,0;367,0
2023;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;93,0;101,0
2023;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;99,0;112,0
2023;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;240,0;252,0
2023;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;89,0;96,0
2023;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;94,0;104,0
2023;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;236,0;248,0
2023;7;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;91,0;98,0
2023;7;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;94,0;107,0
2023;7;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;244,0;243,0
2023;7;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;91,0;99,0
2023;7;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;100,0;110,0
2023;7;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;255,0;262,0
2023;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;91,0;101,0
2023;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;92,0;111,0
2023;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;218,0;258,0
2023;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;89,0;99,0
2023;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;93,0;108,0
2023;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;222,0;256,0
2023;8;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;89,0;100,0
2023;8;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;92,0;109,0
2023;8;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;229,0;232,0
2023;8;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;97,0;107,0
2023;8;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;100,0;119,0
2023;8;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;241,0;276,0
2023;9;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;122,0;140,0
2023;9;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;159,0;181,0
2023;9;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;348,0;391,0
2023;9;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;127,0;139,0
2023;9;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;163,0;178,0
2023;9;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;345,0;397,0
2023;9;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;125,0;133,0
2023;9;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;161,0;174,0
2023;9;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;356,0;387,0
2023;9;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;124,0;141,0
2023;9;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;156,0;177,0
2023;9;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;341,0;376,0
2023;10;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;125,0;142,0
2023;10;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;166,0;193,0
2023;10;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;393,0;403,0
2023;10;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;131,0;144,0
2023;10;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;177,0;190,0
2023;10;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;417,0;428,0
2023;10;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;129,0;139,0
2023;10;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;165,0;194,0
2023;10;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;387,0;414,0
2023;10;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;126,0;141,0
2023;10;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;158,0;181,0
2023;10;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;376,0;377,0
2023;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;109,0;131,0
2023;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;137,0;169,0
2023;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;306,0;374,0
2023;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;110,0;141,0
2023;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;141,0;178,0
2023;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;310,0;373,0
2023;11;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;110,0;135,0
2023;11;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;141,0;176,0
2023;11;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;311,0;368,0
2023;11;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;104,0;122,0
2023;11;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;128,0;155,0
2023;11;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;301,0;342,0
2023;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;103,0;121,0
2023;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;128,0;148,0
2023;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;312,0;328,0
2023;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;99,0;118,0
2023;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;119,0;145,0
2023;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;296,0;314,0
2023;12;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;103,0;120,0
2023;12;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;126,0;149,0
2023;12;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;297,0;318,0
2023;12;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;101,0;122,0
2023;12;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;117,0;139,0
2023;12;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;289,0;308,0
2024;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;90,0;108,0
2024;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;106,0;126,0
2024;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;263,0;257,0
2024;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;89,0;111,0
2024;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;106,0;129,0
2024;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;255,0;261,0
2024;1;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;89,0;109,0
2024;1;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;107,0;127,0
2024;1;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;267,0;255,0
2024;1;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;91,0;105,0
2024;1;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;102,0;120,0
2024;1;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;269,0;269,0
2024;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;97,0;131,0
2024;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;118,0;163,0
2024;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;269,0;298,0
2024;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;102,0;134,0
2024;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;128,0;175,0
2024;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;266,0;325,0
2024;2;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;102,0;134,0
2024;2;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;124,0;168,0
2024;2;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;267,0;300,0
2024;2;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;93,0;121,0
2024;2;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;110,0;145,0
2024;2;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;259,0;303,0
2024;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;122,0;151,0
2024;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;149,0;181,0
2024;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;329,0;351,0
2024;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;126,0;149,0
2024;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;160,0;187,0
2024;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;330,0;367,0
2024;3;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;124,0;153,0
2024;3;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;158,0;178,0
2024;3;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;326,0;372,0
2024;3;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;116,0;141,0
2024;3;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;139,0;167,0
2024;3;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;342,0;373,0
2024;4;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;145,0;176,0
2024;4;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;183,0;230,0
2024;4;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;378,0;520,0
2024;4;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;144,0;203,0
2024;4;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;180,0;166,0
2024;4;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;389,0;507,0
2024;4;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;146,0;181,0
2024;4;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;178,0;197,0
2024;4;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;392,0;545,0
2024;4;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;140,0;170,0
2024;4;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;168,0;203,0
2024;4;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;370,0;465,0
2024;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;151,0;187,0
2024;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;198,0;229,0
2024;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;410,0;443,0
2024;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;153,0;152,0
2024;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;200,0;196,0
2024;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;401,0;434,0
2024;5;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;156,0;167,0
2024;5;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;195,0;218,0
2024;5;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;413,0;459,0
2024;5;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;146,0;164,0
2024;5;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;180,0;193,0
2024;5;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;422,0;482,0
2024;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;125,0;151,0
2024;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;150,0;175,0
2024;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;331,0;354,0
2024;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;125,0;148,0
2024;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;153,0;178,0
2024;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;322,0;332,0
2024;6;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;124,0;150,0
2024;6;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;152,0;178,0
2024;6;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;329,0;348,0
2024;6;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;120,0;144,0
2024;6;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;148,0;173,0
2024;6;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;366,0;379,0
2024;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;94,0;104,0
2024;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;102,0;111,0
2024;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;235,0;241,0
2024;7;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;92,0;103,0
2024;7;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;101,0;111,0
2024;7;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;232,0;237,0
2024;7;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;92,0;102,0
2024;7;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;101,0;112,0
2024;7;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;232,0;236,0
2024;7;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;96,0;104,0
2024;7;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;105,0;113,0
2024;7;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;246,0;276,0
2024;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;89,0;100,0
2024;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;100,0;108,0
2024;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;206,0;221,0
2024;8;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;87,0;99,0
2024;8;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;99,0;106,0
2024;8;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;220,0;235,0
2024;8;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;88,0;99,0
2024;8;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;98,0;106,0
2024;8;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;210,0;218,0
2024;8;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;92,0;103,0
2024;8;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;103,0;111,0
2024;8;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;216,0;244,0
2024;9;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;137,0;158,0
2024;9;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;166,0;180,0
2024;9;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;326,0;367,0
2024;9;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;134,0;160,0
2024;9;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;168,0;182,0
2024;9;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;333,0;396,0
2024;9;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;133,0;154,0
2024;9;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;165,0;183,0
2024;9;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;338,0;374,0
2024;9;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;133,0;161,0
2024;9;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;168,0;181,0
2024;9;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;354,0;395,0
2024;10;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;142,0;172,0
2024;10;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;182,0;202,0
2024;10;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;365,0;397,0
2024;10;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;146,0;176,0
2024;10;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;181,0;212,0
2024;10;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;341,0;413,0
2024;10;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;143,0;179,0
2024;10;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;181,0;207,0
2024;10;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;363,0;420,0
2024;10;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;140,0;166,0
2024;10;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;173,0;194,0
2024;10;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;377,0;389,0
2024;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;112,0;151,0
2024;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;143,0;180,0
2024;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;300,0;330,0
2024;11;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;114,0;158,0
2024;11;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;148,0;195,0
2024;11;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;289,0;335,0
2024;11;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;114,0;152,0
2024;11;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;145,0;190,0
2024;11;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;320,0;346,0
2024;11;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;108,0;136,0
2024;11;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;130,0;156,0
2024;11;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;286,0;318,0
2024;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;98,0;126,0
2024;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;115,0;143,0
2024;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;245,0;296,0
2024;12;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;99,0;131,0
2024;12;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;124,0;153,0
2024;12;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;271,0;305,0
2024;12;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;100,0;128,0
2024;12;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;120,0;166,0
2024;12;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;272,0;353,0
2024;12;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;106,0;128,0
2024;12;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;128,0;142,0
2024;12;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;280,0;343,0
2025;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;90,0;116,0
2025;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;101,0;132,0
2025;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;234,0;246,0
2025;1;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;87,0;117,0
2025;1;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;100,0;137,0
2025;1;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;229,0;251,0
2025;1;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;88,0;116,0
2025;1;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;98,0;132,0
2025;1;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;228,0;237,0
2025;1;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;94,0;117,0
2025;1;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;106,0;130,0
2025;1;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;248,0;256,0
2025;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;97,0;137,0
2025;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;116,0;169,0
2025;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;243,0;309,0
2025;2;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;97,0;131,0
2025;2;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;118,0;180,0
2025;2;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;260,0;324,0
2025;2;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;94,0;135,0
2025;2;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;115,0;169,0
2025;2;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;227,0;291,0
2025;2;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;97,0;132,0
2025;2;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;113,0;151,0
2025;2;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;250,0;295,0
2025;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;129,0;151,0
2025;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;156,0;181,0
2025;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;310,0;367,0
2025;3;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;132,0;140,0
2025;3;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;160,0;182,0
2025;3;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;349,0;404,0
2025;3;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;129,0;143,0
2025;3;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;159,0;183,0
2025;3;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;323,0;384,0
2025;3;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;124,0;148,0
2025;3;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;150,0;176,0
2025;3;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;305,0;343,0
2025;4;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;148,0;169,0
2025;4;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;189,0;197,0
2025;4;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;387,0;549,0
2025;4;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;154,0;158,0
2025;4;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;190,0;192,0
2025;4;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;416,0;458,0
2025;4;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;149,0;159,0
2025;4;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;189,0;204,0
2025;4;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;392,0;494,0
2025;4;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;146,0;168,0
2025;4;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;187,0;205,0
2025;4;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;416,0;538,0
2025;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;149,0;191,0
2025;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;190,0;244,0
2025;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;390,0;482,0
2025;5;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;150,0;194,0
2025;5;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;205,0;222,0
2025;5;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;386,0;458,0
2025;5;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;151,0;189,0
2025;5;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;194,0;214,0
2025;5;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;398,0;486,0
2025;5;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;144,0;195,0
2025;5;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;186,0;222,0
2025;5;Hotel 5 Estrellas;Andalucía;Sevilla;3 Meses;394,0;483,0
2025;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Mes;127,0;148,0
2025;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Mes;159,0;176,0
2025;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Mes;349,0;336,0
2025;6;Hotel 3 Estrellas;Andalucía;Sevilla;1 Semana;123,0;145,0
2025;6;Hotel 4 Estrellas;Andalucía;Sevilla;1 Semana;155,0;172,0
2025;6;Hotel 5 Estrellas;Andalucía;Sevilla;1 Semana;344,0;339,0
2025;6;Hotel 3 Estrellas;Andalucía;Sevilla;2 Semanas;126,0;148,0
2025;6;Hotel 4 Estrellas;Andalucía;Sevilla;2 Semanas;157,0;179,0
2025;6;Hotel 5 Estrellas;Andalucía;Sevilla;2 Semanas;327,0;350,0
2025;6;Hotel 3 Estrellas;Andalucía;Sevilla;3 Meses;122,0;144,0
2025;6;Hotel 4 Estrellas;Andalucía;Sevilla;3 Meses;161,0;178,0
